hashtags/0,hashtags/1,hashtags/2,hashtags/3,mentions/0,id,text,user/nick,user/profile_img,user/followers,user/name,user/description,user/created_at,user/id,user/friends,sentient,urls/0,mentions/1,urls/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,urls/2,mentions/2,mentions/3,mentions/4,mentions/5,mentions/6,mentions/7,mentions/8
LeBron,CavsNation,DefendTheLand,,,-1831350272,#LeBron #CavsNation #DefendTheLand LeBron James 23 Cleveland Cavaliers Rookie 2003-2004 Game Model Reebok Jersey 54… https://t.co/IllB5N6yle,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971921096906887168,,,,,,,,,,,,,,,,
DefendTheLand,,,,,102162434,GAMEDAY! Tip off in 10 minutes from the MAC #DefendTheLand,Magic's Johnson,https://pbs.twimg.com/profile_images/829775784655024130/M7QxYLNQ_normal.jpg,42,Magic__Johnsons,Your mom's favorite intramural basketball team ~ we also pound ass in football,Wed Feb 08 23:51:30 +0000 2017,85393408,50,0,,,,,,,,,,,,,,,,,
,,,,,-1873526784,Cleveland Cavaliers: 5 ways to use the likely top 5 Brooklyn Nets pick - Sir Charles In Charge… https://t.co/0VT3CqEBjn,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.375,https://twitter.com/i/web/status/971892092950560768,,,,,,,,,,,,,,,,
,,,,Lucas 🏀,886525955,"RT @LucasJcb: Pour LeBron James, son niveau de jeu est le plus élevé qu'il n'a jamais pu avoir. La gestion de son corps et son état d'espri…",blackmanba,https://pbs.twimg.com/profile_images/917114232621105152/rTqQP9xp_normal.jpg,212,williammichel72,snap : Kobetyler2423,Wed May 13 19:07:33 +0000 2015,-1042472009,263,0.625,,,,,,,,,,,,,,,,,
DefendTheLAND,,,,,706019328,Defense today.. #DefendTheLAND,Andre,https://pbs.twimg.com/profile_images/968915889415372801/PhwAK7Lk_normal.jpg,612,DreLoading__,Get this man a shield,Thu Oct 20 08:36:22 +0000 2011,394565036,456,0,,,,,,,,,,,,,,,,,
DefendTheLand,Cavs,Warriors,NBA,,-2116558848,"PERFECT SEASON VS PERFECT REVENGE 
» https://t.co/idUY37CI0N
#DefendTheLand #Cavs #Warriors #NBA #DubNation #Storytelling",NBA Scholar 🏀🎓🏖️😎,https://pbs.twimg.com/profile_images/971449666284982272/cPI9WC6E_normal.jpg,8800,NBA_Scholar,#NBA Scholar 🎓 CEO 💼 Values  Excellence 💯  & Merit 🥇 . There are 2 moments in your life: before and after https://t.co/I1FIYrgjAo,Sun Jul 26 12:20:27 +0000 2015,-999910228,1876,0,http://bit.ly/2gfE0gQ,,,DubNation,Storytelling,,,,,,,,,,,,
,,,,Kevin Nye,-1307095037,"ICYMI: Ante Zizic, Tristan Thompson, and Chris Bosh - Do the Cavs Need Another Healthy Big Man? - By @kevinpnye… https://t.co/vDjGHRILOR",Hashtag Basketball,https://pbs.twimg.com/profile_images/901334569890136064/-MJrjfpo_normal.jpg,8374,hashBasketball,"Hashtag Basketball is an NBA website covering all 30 teams and fantasy basketball. Written by NBA fans, for NBA fans https://t.co/wY1TSsn4XS",Sat Oct 05 05:54:16 +0000 2013,1936627345,469,0,https://twitter.com/i/web/status/971868183434055683,,,,,,,,,,,,,,,,
LebronJames,NBA,Cavs,KingsJames,A2D Radio,693624832,"RT @a2dradio_com: “Who’s the best player on the planet?” #LebronJames “Hold my beer...#NBA

#Cavs | #KingsJames | #DefendTheLand | #LBJ @Ki…",#MufasaisLife,https://pbs.twimg.com/profile_images/937941606925299712/qSXr9Jh6_normal.jpg,148,TumiBmaloka91,Cassper Nyovest is a Legend.,Wed Jul 08 13:11:11 +0000 2015,-929098975,289,0.625,,,,DefendTheLand,LBJ,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,697753600,#CavsNation #DefendtheLand #GoCavs #Cavs Authentic Reebok Dajuan Wagner Cleveland Cavaliers Jersey Size LARGE L Rar… https://t.co/uv9yycNCR5,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971864521831800832,,,,,,,,,,,,,,,,
GOAT,DefendtheLand,,,lOUIS NIX III,865554432,@1irishchocolate Amen fellow Domer !! #GOAT #DefendtheLand,Donald Mascola,https://pbs.twimg.com/profile_images/730568032402190341/OXFyJ_VD_normal.jpg,157,ndcar,"Husband/Father 1st, Notre Dame Alum, US Army Combat Veteran - Air Assault!, Indianapolis 500 Fanatic 🏁🥛, Cavs 🏀, Steelers 🏈, Pens 🏒, Tribe ⚾️",Mon Mar 30 14:27:08 +0000 2009,27645782,373,0.125,,,,,,,,,,,,,,,,,
LebronJames,NBA,Cavs,KingsJames,A2D Radio,-598286336,"RT @a2dradio_com: “Who’s the best player on the planet?” #LebronJames “Hold my beer...#NBA

#Cavs | #KingsJames | #DefendTheLand | #LBJ @Ki…",CP3,https://pbs.twimg.com/profile_images/971876126627942401/lSIAKmec_normal.jpg,187,Breezywl,,Wed Jan 17 04:01:01 +0000 2018,-1835618304,181,0.625,,,,DefendTheLand,LBJ,,,,,,,,,,,,
Cavs,ClevelandCavaliers,CavsNation,,,1263980545,"Happy International Womens Day!!!
______________________________________
#Cavs #ClevelandCavaliers #CavsNation… https://t.co/w9O1vgscZ0",Team.LeBronJames,https://pbs.twimg.com/profile_images/970004554434711557/h1MFEC6r_normal.jpg,121,LeBronsUNIVERSE,"@KingJames Fans Page, providing latest news, info, vids & pics. Connecting All LBJ fans around the world with love.",Sat Jan 14 21:19:27 +0000 2017,1708584960,121,0,https://twitter.com/i/web/status/971846367571267585,,,,,,,,,,,,,,,,
,,,,,-69885952,Cleveland Cavaliers: Who should the Cavs want to face in the first round? - King James Gospel… https://t.co/ry7YzX2DUH,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.625,https://twitter.com/i/web/status/971843029047812096,,,,,,,,,,,,,,,,
CavsClippers,DefendTheLand,,,,903192576,"#CavsClippers Game Preview - March 9, 2018 - https://t.co/Kd35Fgz3hn https://t.co/SK871JPSIh #DefendTheLand https://t.co/PpUKFcCSb8",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QKGgfc,,,,,,,,,,,,,,
,,,,,-1454034944,"Derrick Rose Signs with Timberwolves After Cavaliers Trade, Jazz Release - Bleacher Report https://t.co/xFKujvyZQX… https://t.co/MKTp4hpAeK",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://dlvr.it/QKGJNm,,https://twitter.com/i/web/status/971818731033669632,,,,,,,,,,,,,,
DefendTheLand,,,,,664092672,Cleveland Cavaliers vs. Denver Nuggets player grades - Fear the Sword https://t.co/gaCMvpZdUv #DefendTheLand https://t.co/zXnQPXuzmG,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.125,http://dlvr.it/QKGJKM,,,,,,,,,,,,,,,,
defendtheland,,,,Titan 23 Athletics,1939304448,RT @TitanUp_RHS: See you here!! #defendtheland https://t.co/2jhD2QgSEa,RHS Student Section,https://pbs.twimg.com/profile_images/832317018158284800/0RbuSotL_normal.jpg,300,Ridgelandhype,,Thu Feb 16 19:45:32 +0000 2017,-115933184,348,0,,,,,,,,,,,,,,,,,
LeBron,CavsNation,DefendTheLand,,,500666370,#LeBron #CavsNation #DefendTheLand Lebron James #23 Cleveland Cavs Wine Nike Aeroswift Jersey Stitched Mens 44 - $1… https://t.co/all8Xozp7K,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971800372003180546,,,,,,,,,,,,,,,,
defendtheland,,,,,475492354,See you here/there!! #defendtheland https://t.co/dL9X4KqX1B,Titan 23 Athletics,https://pbs.twimg.com/profile_images/884749050947534848/bBHqE7Mo_normal.jpg,452,TitanUp_RHS,Mission Statement: DEVELOP • INSPIRE • EMPOWER. Follow us for information on your Ridgeland High School athletic teams!,Tue Jan 03 19:27:47 +0000 2017,-753446911,413,0,,,,,,,,,,,,,,,,,
Wildlings,defendtheland,,,Aaron Goldhammer,-1709780991,"@HammerNation19 #Wildlings trying to take our King of the northeast?""  with a picture of LeBron riding one of the dragons    #defendtheland",David Carlton,https://pbs.twimg.com/profile_images/937098244756267008/4KgZwKrl_normal.jpg,2,black_dave87,"Navy vet, college grad, current mail carrier. Married to my best friend, love sports.",Fri May 19 13:59:48 +0000 2017,-1214799872,10,-0.375,,,,,,,,,,,,,,,,,
,,,,Aaron Goldhammer,827813888,@HammerNation19 @TheRealTRizzo @ESPNCleveland how about showing a chess piece king in cavs colors and two fallen pa… https://t.co/w31cGNXWNt,Ron Woof,https://pbs.twimg.com/profile_images/720657734148993025/LTiuRKMb_normal.jpg,16,RonWoofNFL,Professional Football Guru - Advisor to NFL GM's,Thu Apr 14 16:53:54 +0000 2016,727060481,124,0,https://twitter.com/i/web/status/971794123152912384,Tony Rizzo,,,,,,,,,ESPN Cleveland,,,,,,
defendtheland,,,,Aaron Goldhammer,-443109376,@HammerNation19 the only LA that Bron needs is Lower Akron! #defendtheland,Nick Jackson ©,https://pbs.twimg.com/profile_images/672783767564587008/7rCaIwjQ_normal.jpg,438,nickjackson3232,"Just a kid from Akron, Cleveland sports fan, Buckeyes lover! 🏀🏈⚾️",Wed Jul 07 04:31:41 +0000 2010,163740077,435,0,,,,,,,,,,,,,,,,,
DefendtheLand,,,,Aaron Goldhammer,-933765118,@HammerNation19 warning to Philly. You just won a ring. Hands of our king #DefendtheLand,Liam,https://pbs.twimg.com/profile_images/822236789905694720/dBa4wQS-_normal.jpg,265,leojokerhart,"https://t.co/EZQPnSaVnr affiliate. I play video games. I write about wrestling. Middlesbrough FC, Cleveland Browns.",Fri Dec 09 01:46:01 +0000 2011,432104783,302,0,,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1051328511,Horse Poop is worse than bumble berry #DefendTheLand,Mark Balog,https://pbs.twimg.com/profile_images/923009137004425216/J07HRvrf_normal.jpg,314,MBonTheTrack,Married my Bestfriend | Music Producer | Proud Father | CLEVELAND SPORTS | Buckeyes*! |⚾️⚽️(/S\),Wed Feb 01 07:04:07 +0000 2012,480200069,1048,0.5,,,,,,,,,,,,,,,,,
defendtheland,NoPlaceLikeHome,,,Aaron Goldhammer,-1529479167,@HammerNation19 I say a giant billboard with “Lebrons Letter” #defendtheland #NoPlaceLikeHome,Brandon Reymer,https://pbs.twimg.com/profile_images/681709699796996102/jfnGMA7G_normal.jpg,36,Reymerator,"Father of three beautiful kids, they're mother is the answer to my prayers. I love all Ohio Sports die hard Cavs, Indians, Browns, and Buckeyes.",Sat Mar 28 23:20:43 +0000 2009,27331901,139,-0.125,,,,,,,,,,,,,,,,,
defendtheland,,,,,1037488128,See you here!! #defendtheland https://t.co/2jhD2QgSEa,Titan 23 Athletics,https://pbs.twimg.com/profile_images/884749050947534848/bBHqE7Mo_normal.jpg,452,TitanUp_RHS,Mission Statement: DEVELOP • INSPIRE • EMPOWER. Follow us for information on your Ridgeland High School athletic teams!,Tue Jan 03 19:27:47 +0000 2017,-753446911,413,0,,,,,,,,,,,,,,,,,
Cleveland,Cavaliers,LBJ,Ohio,,966189057,"Masked LBJ

#Cleveland #Cavaliers #LBJ #Ohio #Akron #LeBron #LeBronJames #DefendTheLand #Basketball #Art

https://t.co/mSbONGyiyB",NBA Scholar 🏀🎓🏖️😎,https://pbs.twimg.com/profile_images/971449666284982272/cPI9WC6E_normal.jpg,8800,NBA_Scholar,#NBA Scholar 🎓 CEO 💼 Values  Excellence 💯  & Merit 🥇 . There are 2 moments in your life: before and after https://t.co/I1FIYrgjAo,Sun Jul 26 12:20:27 +0000 2015,-999910228,1876,0,http://rdbl.co/2hT9sYg,,,Akron,LeBron,LeBronJames,DefendTheLand,Basketball,Art,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,-921247744,#CavsNation #DefendtheLand #GoCavs #Cavs 2003-04 Topps Chrome #111 LeBron James Cleveland Cavaliers RC Rookie - $10… https://t.co/DOqSXKdPoh,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971773939352526848,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,-761835520,#CavsNation #DefendtheLand #GoCavs #Cavs 2003-04 Topps Finest #133 LeBron James Cleveland Cavaliers RC Rookie /999… https://t.co/dnXiA0fKtc,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971758868471697408,,,,,,,,,,,,,,,,
CavsNation,DefendtheLand,GoCavs,Cavs,,-870871034,#CavsNation #DefendtheLand #GoCavs #Cavs Shawn Kemp Cleveland Cavaliers Cavs Gold Champion Jersey 44 Good Condition… https://t.co/UlOqgEH2Wu,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971758868362661894,,,,,,,,,,,,,,,,
LeBron,CavsNation,DefendTheLand,,,-1537867775,#LeBron #CavsNation #DefendTheLand BGS 9.5 Gem Mint 2003 Lebron James eTopps RC Rookie w/ 4 x 9.5 Subs Cleveland -… https://t.co/yyLLsgIA1y,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971755066649608193,,,,,,,,,,,,,,,,
LeBron,CavsNation,DefendTheLand,,,-1982345210,#LeBron #CavsNation #DefendTheLand 2003-04 Topps Finest #133 LeBron James Cleveland Cavaliers RC Rookie /999 - $102… https://t.co/9WnDHUi0AO,Cavaliers Fans,https://pbs.twimg.com/profile_images/919827563098267648/9nnIO5lX_normal.jpg,6489,CavaliersViews,Cleveland Cavaliers Fan Page. NOT linked to Official Cleveland Cavaliers #AllforOne #ALLinCLE #CavsNation #ALLin216 #GoCavs #DefendtheLand #Cavaliers #Cavs,Wed Mar 04 01:12:59 +0000 2015,-1234289031,4647,0,https://twitter.com/i/web/status/971755066205130758,,,,,,,,,,,,,,,,
DefendTheLand,,,,cata.＠NBA,1028980741,"RT @ct_nba: 一言、上手すぎる。

#DefendTheLand via @NBA
https://t.co/PqbHTReCb0",Kei Rooney,https://pbs.twimg.com/profile_images/971385818584555522/9Oq9uC_W_normal.jpg,30,Uj4DtENEVfcWxMT,"basketball🏀 /礼羽レイカーズ#5→加須西中リバ#10→U12,U13埼玉県選抜/ フォローおねがいします🙏",Sat Jan 06 13:13:20 +0000 2018,1553256449,25,0,,NBA,,,,,,,,,,,,,,,
,,,,,1196937216,"🏀 NEW ARTICLE 🏀

Ante Zizic, Tristan Thompson, and Chris Bosh - Do the Cavs Need Another Healthy Big Man? - By… https://t.co/Fytn9Zkbx2",Hashtag Basketball,https://pbs.twimg.com/profile_images/901334569890136064/-MJrjfpo_normal.jpg,8374,hashBasketball,"Hashtag Basketball is an NBA website covering all 30 teams and fantasy basketball. Written by NBA fans, for NBA fans https://t.co/wY1TSsn4XS",Sat Oct 05 05:54:16 +0000 2013,1936627345,469,0,https://twitter.com/i/web/status/971739835135414272,,,,,,,,,,,,,,,,
DefendTheLand,,,,Cleveland Cavaliers,139898880,@cavs Keep it rolling! #DefendTheLand,Keith Whitman,https://pbs.twimg.com/profile_images/815259156827566080/qU26QAD7_normal.jpg,1125,coachwhitman,"Follower of Jesus, HPE Teacher, Sprints Coach Lutheran West HS, Husband, Dad. Kent State alum. East Side Boy from Ashtabula, OH, USA. Thoughts are my own.",Tue Oct 13 14:34:43 +0000 2009,82108543,776,0,,,,,,,,,,,,,,,,,
,,,,,-480952320,"Cleveland Cavaliers, Kevin Love and panic attacks: Beyond Belief (opinion video) - https://t.co/WsA7eHhQcs… https://t.co/mmwz73USPv",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,-0.25,http://cleveland.com,,https://twitter.com/i/web/status/971731024479600640,,,,,,,,,,,,,,
,,,,,-1059594240,"Pour LeBron James, son niveau de jeu est le plus élevé qu'il n'a jamais pu avoir. La gestion de son corps et son ét… https://t.co/A1Ij5k6wpt",Lucas 🏀,https://pbs.twimg.com/profile_images/956224255154360322/d_KkA95B_normal.jpg,712,LucasJcb,"Traducteur en herbe. Cuistot personnel de Brandon Ingram histoire qu'il passe les 85 kilos. Chroniqueur pour @Starting5pod
Anciennement sur @ParlonsNBA",Tue Nov 11 12:55:13 +0000 2014,-1422679122,384,0.625,https://twitter.com/i/web/status/971728000243982336,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-1273675776,"LeBron takes over in 'closing time,' scores last nine points for Cavs - ESPN https://t.co/QqoEgxKnqK #DefendTheLand https://t.co/kcRSuVQhBi",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://dlvr.it/QKCsJ3,,,,,,,,,,,,,,,,
Cavs,,,,,1180078080,"mas o jogo que eu queria ver mesmo era #Cavs x Nuggets, pena que começou quase 01:00h da manhã e eu acordo às 05h10… https://t.co/u6ZVu5ZgAX",Kleverson com K,https://pbs.twimg.com/profile_images/924067501390131211/-Bw5Dj8n_normal.jpg,551,PeTotallycrazy,"Amante de uma boa música (ouvir, cantar e tocar), ouvinte assíduo de rádio, sommelier de whey protein, esportista, e por ai vai. Alias VAI CORINTHIANS !",Thu Jun 18 04:26:02 +0000 2009,48244217,644,0,https://twitter.com/i/web/status/971718927217758208,,,,,,,,,,,,,,,,
,,,,,924123136,"LeBron James scores Cleveland Cavaliers' final nine points, including dagger fadeaway, to beat Nuggets (video) -… https://t.co/0GtOvQo6lr",Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0.625,https://twitter.com/i/web/status/971706338412658688,,,,,,,,,,,,,,,,
,,,,,-1160323072,Bajram mubarek olsun to all believers of the women's religion here from Brooklyn New Jersey with my friend… https://t.co/09L4F693cf,Hegazi Mamadou,https://pbs.twimg.com/profile_images/970994739536375808/eUadG-XL_normal.jpg,6,Meckolica15,"Genius, playboy, bunny lover, Stan Lee XOXO🎅",Tue Mar 06 11:21:04 +0000 2018,-493367295,8,0,https://twitter.com/i/web/status/971703810887442432,,,,,,,,,,,,,,,,
,,,,,-11018239,"Aaa y no voy a hablar de la sacada de rabo de LeBron ayer, es algo natural, es así, no se de que tanta sorpresa, es… https://t.co/Tz6mVuH16j",Kirpenir23YT,https://pbs.twimg.com/profile_images/934071034185121793/wmRmCcuM_normal.jpg,331,Kirpenir23,Si todo el tiempo que estoy jugando a la maquinita lo invirtiera en... sería tiempo perdido. Youtuber de NBA y 2K en PC.,Thu Apr 05 18:28:55 +0000 2012,546183650,153,-1,https://twitter.com/i/web/status/971699091867688961,,,,,,,,,,,,,,,,
DefendTheLand,,,,,-959172608,AC Blog: Call of the West - https://t.co/Kd35Fgz3hn https://t.co/BVxu1KL7HN #DefendTheLand https://t.co/CN53259e6t,Cleveland Cavaliers,https://pbs.twimg.com/profile_images/805754524866637824/ffVjQ2BO_normal.jpg,136,C_CavaliersNews,The latest Cleveland Cavaliers News,Mon Dec 05 12:42:11 +0000 2016,1821835264,26,0,http://Cavs.com,,http://dlvr.it/QKBldm,,,,,,,,,,,,,,
DefendtheLand,,,,WhatGattusoMad 💜,-1957179392,@WhatGattusoMad #DefendtheLand,Valera,https://pbs.twimg.com/profile_images/965675186874998785/8WRxl35w_normal.jpg,157,VSuper9,"Rossonero siamo noi  

FLY EAGLES FLY  

My movie - https://t.co/aIwqX3BvJM",Thu May 09 20:20:43 +0000 2013,1416393811,311,0,,,,,,,,,,,,,,,,,
AllForOne,DefendTheLand,,,,89444352,Nice Win Cavs! 38-26 #AllForOne #DefendTheLand,Miguel Carlo Damitan,https://pbs.twimg.com/profile_images/962643955845283840/tCic2aJI_normal.jpg,555,MCDamitan,Heart Strong 💪🏻❤️|| Damitan Family|| UECS & MCL Student|| #ALLINMCD|| I Promise|| SFG|| Queen eLIZAbeth’s 🔥||,Fri Oct 23 11:36:35 +0000 2015,-304297624,302,0,,,,,,,,,,,,,,,,,
king,cavsnation,cavsfan,defendtheland,LeBron James,-837332984,"It’s why he’s the #king 

Nice job @KingJames 

#cavsnation #cavsfan #defendtheland https://t.co/TgBhX2Y9bU",⭐️Professor Fernando Uribe⭐️,https://pbs.twimg.com/profile_images/971654211921502208/QhYl7be7_normal.jpg,5674,fernandouribejr,"Proud Professor, Rutgers Alumni, Social Commentator, Truth Sayer, Host & Philanthropist! Thank you for your continued support! Instagram: your_favorite_fernando",Mon Aug 31 15:38:25 +0000 2009,70421381,1885,0,https://twitter.com/sportscenter/status/971628856548511744,,,,,,,,,,,,,,,,
lebronjames,DefendtheLand,blessed,,,-837373952,What an awesome game!! #lebronjames #DefendtheLand #blessed https://t.co/aPFpfAp80X,Angela Gartee,https://pbs.twimg.com/profile_images/847269739336392704/IcAc02Qb_normal.jpg,51,agartee,Everyday is the Road to Wrestlemania!!!,Fri Apr 24 15:41:39 +0000 2009,34956913,68,0,,,,,,,,,,,,,,,,,
LebronJames,NBA,Cavs,KingsJames,,1326927872,"“Who’s the best player on the planet?” #LebronJames “Hold my beer...#NBA

#Cavs | #KingsJames | #DefendTheLand |… https://t.co/7CYOXzQuIQ",A2D Radio,https://pbs.twimg.com/profile_images/731628161767747584/cp0lulXs_normal.jpg,2373,a2dradio_com,"A New Kind Of Sports Talk  Weekly Sports Shows  #NFL, #NBA, #NHL, #MLB, #UFC & College Sports 🎤",Tue Jul 08 19:46:33 +0000 2014,-1606715627,1874,0.625,https://twitter.com/i/web/status/971629214087729152,,,DefendTheLand,,,,,,,,,,,,,
Defendtheland,Cavs,Lbj,,,-1063817216,"Number 23, Number 23 Number 23! How and the world is he out there hitting these shots?!??😂😂😂😂😂🔥🔥🔥#Defendtheland #Cavs #Lbj",Joshua Gates,https://pbs.twimg.com/profile_images/967112366230876160/OtluisiB_normal.jpg,4883,Speedy4Christ,Love the Lord Jesus,Mon Jul 16 21:51:13 +0000 2012,637310522,2662,0,,,,,,,,,,,,,,,,,
